date;id;att16;att1;att2;att3;att4;att5;att6;att7;att8;att9;att10;att11;att12;att13;att14;att15
Tue Jan 08 11:24:58 GMT 2013;588;range1 [-? - 0.121];0.073872034;0.058837829;0.035296839;0.105896352;0.075245768;0.073873557;0.219980658;0;0;0;0.052841037;0.052987037;0;0;0.160435379
Tue Jan 08 11:24:59 GMT 2013;589;range1 [-? - 0.121];0;0;0;0;0.27590115;0;0.530678408;0;0;0;0;0;0;0;0.263322858
Tue Jan 08 11:25:00 GMT 2013;590;range1 [-? - 0.121];0;0.017432944;0;0.022400702;0.081840991;0.031254197;0.222876063;0;0;0;0.012480912;0.012515397;0;0;0.135095883
Tue Jan 08 11:25:01 GMT 2013;591;range1 [-? - 0.121];0.050787023;0.043366705;0.022208653;0.072803742;0.051731466;0.05078807;0.264237618;0;0;0;0.036196431;0.036296442;0;0;0.172001156
Tue Jan 08 11:25:02 GMT 2013;592;range1 [-? - 0.121];0;0;0;0;0.35473005;0;0.562827484;0;0;0;0;0;0;0;0.338557961
Tue Jan 08 11:25:03 GMT 2013;593;range1 [-? - 0.121];0.100011369;0.095977153;0.062142057;0.143367368;0.031169947;0.100013431;0.132118874;0.10804172;0;0;0.096650525;0.096917571;0.006372372;0;0.11457656
Tue Jan 08 11:25:04 GMT 2013;594;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:25:05 GMT 2013;595;range1 [-? - 0.121];0.04276802;0.03842465;0.021710976;0.061308414;0.043563339;0.042768901;0.271006117;0;0;0;0.032637451;0.032727629;0;0;0.186530999
Tue Jan 08 11:25:06 GMT 2013;596;range1 [-? - 0.121];0;0;0;0;0.35473005;0;0.562827484;0;0;0;0;0;0;0;0.338557961
Tue Jan 08 11:25:07 GMT 2013;597;range1 [-? - 0.121];0.090288042;0.086658705;0.057567066;0.129428874;0.037311117;0.090289903;0.079079551;0.111471615;0;0;0.089701819;0.089949666;0.0211366;0.015296753;0.056435958
Tue Jan 08 11:25:08 GMT 2013;598;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:25:09 GMT 2013;599;range1 [-? - 0.121];0.078637972;0.056079281;0.037574055;0.112728374;0.026700111;0.078639593;0.150176439;0;0;0;0.054306051;0.054456099;0;0;0.092982069
Tue Jan 08 11:25:10 GMT 2013;600;range1 [-? - 0.121];0;0;0;0;0.35473005;0;0.562827484;0;0;0;0;0;0;0;0.338557961
Tue Jan 08 11:25:11 GMT 2013;601;range1 [-? - 0.121];0.047799551;0.043147831;0.024265209;0.068521169;0.048688438;0.047800537;0.303616019;0;0;0;0.036477152;0.036577938;0;0;0.240549603
Tue Jan 08 11:25:12 GMT 2013;602;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:25:13 GMT 2013;603;range1 [-? - 0.121];0.04276802;0.034156205;0.015693072;0.061308414;0.043563339;0.042768901;0.265434018;0;0;0;0.028324959;0.028403221;0;0;0.179958185
Tue Jan 08 11:25:14 GMT 2013;604;range1 [-? - 0.121];0.131448767;0.118443876;0.077629107;0.188433214;0.057499785;0.131451476;0.121471005;0.120487702;0;0;0.120621405;0.120954683;0.002922464;0;0.079908973
Tue Jan 08 11:25:15 GMT 2013;605;range1 [-? - 0.121];0.10417851;0.093394743;0.059043841;0.149341009;0.015363373;0.104180657;0.07875931;0.060023178;0;0;0.090725138;0.090975812;0.005175645;0;0.092578787
Tue Jan 08 11:25:16 GMT 2013;606;range1 [-? - 0.121];0.045144021;0.042167387;0.023553787;0.064714437;0.045983525;0.045144951;0.23813111;0;0;0;0.035515645;0.035613775;0;0;0.234903117
Tue Jan 08 11:25:17 GMT 2013;607;range1 [-? - 0.121];0.113384983;0.098047312;0.063411116;0.162538586;0.03318314;0.11338732;0.062236993;0.054439626;0;0;0.095751055;0.096015616;0.005663831;0;0.071862949
Tue Jan 08 11:25:18 GMT 2013;608;range1 [-? - 0.121];0.050787023;0.04407625;0.022406095;0.072803742;0.155194397;0.05078807;0.347207032;0;0;0;0.03633792;0.036438322;0;0;0.178380987
Tue Jan 08 11:25:19 GMT 2013;609;range1 [-? - 0.121];0;0;0;0;0.27590115;0;0.530678408;0;0;0;0;0;0;0;0.263322858
Tue Jan 08 11:25:20 GMT 2013;610;range1 [-? - 0.121];0.090288042;0.059596509;0.045834283;0.129428874;0;0.090289903;0.169434181;0;0;0;0.063422545;0.063597782;0;0;0.189007606
Tue Jan 08 11:25:21 GMT 2013;611;range1 [-? - 0.121];0.04276802;0.037116842;0.018868291;0.061308414;0.130690018;0.042768901;0.278910494;0;0;0;0.030600354;0.030684903;0;0;0.147302752
Tue Jan 08 11:25:22 GMT 2013;612;range1 [-? - 0.121];0;0;0;0;0;0;0.418156644;0;0;0;0;0;0;0;0
Tue Jan 08 11:25:23 GMT 2013;613;range1 [-? - 0.121];0.101574047;0.095013548;0.06123287;0.145607483;0.043562383;0.101576141;0.105657142;0.087783897;0;0;0.093996885;0.094256599;0.005177552;0;0.097419321
Tue Jan 08 11:25:24 GMT 2013;614;range1 [-? - 0.121];0.067716031;0.058768333;0.029874794;0.097071656;0.068975288;0.067717427;0.283526598;0;0;0;0.04845056;0.048584429;0;0;0.172010601
Tue Jan 08 11:25:25 GMT 2013;615;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:25:26 GMT 2013;616;range1 [-? - 0.121];0.081259238;0.053636858;0.041250855;0.116485987;0;0.081260913;0.194306427;0;0;0;0.05708029;0.057238004;0;0;0.170106845
Tue Jan 08 11:25:27 GMT 2013;617;range1 [-? - 0.121];0.045144021;0.039178889;0.019916529;0.064714437;0.1839341;0.045144951;0.37384395;0;0;0;0.032300373;0.03238962;0;0;0.20244802
Tue Jan 08 11:25:29 GMT 2013;618;range1 [-? - 0.121];0.047799551;0.031551093;0.024265209;0.068521169;0.097376876;0.047800537;0.237341665;0;0;0;0.033576641;0.033669414;0;0;0.18974483
Tue Jan 08 11:25:30 GMT 2013;619;range1 [-? - 0.121];0.073872034;0.056786602;0.035566622;0.105896352;0.037622884;0.073873557;0.145797971;0;0;0;0.052746441;0.05289218;0;0;0.057916302
Tue Jan 08 11:25:31 GMT 2013;620;range1 [-? - 0.121];0;0;0;0;0.35473005;0;0.562827484;0;0;0;0;0;0;0;0.338557961
Tue Jan 08 11:25:32 GMT 2013;621;range1 [-? - 0.121];0.090288042;0.059596509;0.045834283;0.129428874;0;0.090289903;0.169434181;0;0;0;0.063422545;0.063597782;0;0;0.189007606
Tue Jan 08 11:25:33 GMT 2013;622;range1 [-? - 0.121];0.04276802;0.037116842;0.018868291;0.061308414;0.130690018;0.042768901;0.278910494;0;0;0;0.030600354;0.030684903;0;0;0.147302752
Tue Jan 08 11:25:34 GMT 2013;623;range1 [-? - 0.121];0;0;0;0;0;0;0.418156644;0;0;0;0;0;0;0;0
Tue Jan 08 11:25:35 GMT 2013;624;range1 [-? - 0.121];0.098071494;0.080147065;0.051944379;0.140586536;0.067413541;0.098073515;0.160516962;0.040360412;0;0;0.078973665;0.07919187;0.003149211;0;0.122684568
Tue Jan 08 11:25:36 GMT 2013;625;range1 [-? - 0.121];0.073872034;0.064110909;0.032590684;0.105896352;0.075245768;0.073873557;0.253581701;0;0;0;0.052855156;0.053001196;0;0;0.115832603
Tue Jan 08 11:25:37 GMT 2013;626;range1 [-? - 0.121];0.127109422;0.115565304;0.080126147;0.178958983;0.042769005;0.122572326;0.031512882;0.156932107;0;0;0.12298448;0.123324287;0.021354874;0.011924597;0.024581508
Tue Jan 08 11:25:38 GMT 2013;627;range1 [-? - 0.121];0.076180535;0.080629516;0.046372315;0.127406183;0.018724111;0.101576141;0.083208822;0.073153248;0;0;0.080728091;0.080951143;0.006457772;0;0.080468367
Tue Jan 08 11:25:39 GMT 2013;628;range1 [-? - 0.121];0.045144021;0.039178889;0.019916529;0.064714437;0.1839341;0.045144951;0.37384395;0;0;0;0.032300373;0.03238962;0;0;0.20244802
Tue Jan 08 11:25:41 GMT 2013;629;range1 [-? - 0.121];0.062507106;0.049606569;0.032172181;0.089604605;0.063669496;0.062508394;0.182862551;0;0;0;0.046541712;0.046670307;0;0;0.157676208
Tue Jan 08 11:25:42 GMT 2013;630;range1 [-? - 0.121];0.116084625;0.104786572;0.069649447;0.166408552;0.033973214;0.116087018;0.076370366;0.111471615;0;0;0.107487867;0.107784856;0.025022866;0.031415362;0.03033711
Tue Jan 08 11:25:43 GMT 2013;631;range1 [-? - 0.121];0;0;0;0;0.35473005;0;0.562827484;0;0;0;0;0;0;0;0.338557961
Tue Jan 08 11:25:44 GMT 2013;632;range1 [-? - 0.121];0.160056074;0.058177323;0.04118776;0.220617576;0.009078357;0.147747114;0.023104661;0.035468241;0;0;0.057406314;0.062083313;0.007218844;0.006672191;0.033524224
Tue Jan 08 11:25:45 GMT 2013;633;range1 [-? - 0.121];0.040629619;0.035068402;0.01794899;0.07280345;0.062077759;0.060945684;0.132482485;0;0;0;0.033092566;0.033184001;0;0;0.069968807
Tue Jan 08 11:25:46 GMT 2013;634;range1 [-? - 0.121];0;0;0;0;0;0;0.418156644;0;0;0;0;0;0;0;0
Tue Jan 08 11:25:47 GMT 2013;635;range1 [-? - 0.121];0.098496045;0.087520781;0.058231963;0.141195135;0.055779598;0.098498076;0.109586625;0.088670603;0;0;0.090110576;0.090359552;0.010690584;0.007784614;0.088798787
Tue Jan 08 11:25:48 GMT 2013;636;range1 [-? - 0.121];0.06500739;0.065620759;0.033917453;0.093188789;0.033108138;0.06500873;0.164933154;0;0;0;0.05070421;0.050844306;0;0;0.115977122
Tue Jan 08 11:25:49 GMT 2013;637;range1 [-? - 0.121];0;0;0;0;0.137950575;0;0.20915839;0;0;0;0;0;0;0;0.127049472
Tue Jan 08 11:25:50 GMT 2013;638;range1 [-? - 0.121];0.07191083;0.054453519;0.035384877;0.103084944;0.005302403;0.071912312;0.038954096;0.020715964;0.097318907;0.097318907;0.053604201;0.05375231;0.00201172;0;0.034009667
Tue Jan 08 11:25:51 GMT 2013;639;range1 [-? - 0.121];0.111403793;0.081261269;0.055635646;0.15969853;0.036364169;0.11140609;0.049967052;0.037756515;0;0;0.085119619;0.085354805;0.033548714;0.046880033;0.032891169
Tue Jan 08 11:25:53 GMT 2013;640;range1 [-? - 0.121];0.090288042;0.064088253;0.041116729;0.129428874;0.047086777;0.090289903;0.100429322;0.032512554;0;0;0.06355137;0.063726963;0.002924162;0;0.069867447
Tue Jan 08 11:25:54 GMT 2013;641;range1 [-? - 0.121];0.126403258;0.109829947;0.078514052;0.168257796;0.03994477;0.108347883;0.00929237;0.156060262;0;0;0.116880919;0.117203862;0.047438176;0.05311404;0
Tue Jan 08 11:25:55 GMT 2013;642;range1 [-? - 0.121];0.032503695;0.029202734;0.016500342;0.046594395;0.132432552;0.032504365;0.363074802;0;0;0;0.024804463;0.024872998;0;0;0.25749696
Tue Jan 08 11:25:57 GMT 2013;643;range1 [-? - 0.121];0;0;0;0;0.11824335;0;0.324278915;0;0;0;0;0;0;0;0.276904337
Tue Jan 08 11:25:58 GMT 2013;644;range1 [-? - 0.121];0.062507106;0.056159103;0.031731427;0.089604605;0.063669496;0.062508394;0.239931699;0;0;0;0.04770089;0.047832688;0;0;0.091693995
Tue Jan 08 11:25:59 GMT 2013;645;range1 [-? - 0.121];0;0;0;0;0.35473005;0;0.562827484;0;0;0;0;0;0;0;0.338557961
Tue Jan 08 11:26:00 GMT 2013;646;range1 [-? - 0.121];0.056692491;0.053839452;0.03450963;0.081269293;0.03318314;0.05669366;0.11715737;0.054439626;0;0;0.053421998;0.053569604;0.021161465;0.023263069;0.08388493
Tue Jan 08 11:26:01 GMT 2013;647;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:26:02 GMT 2013;648;range1 [-? - 0.121];0.076180535;0.072548466;0.046372315;0.109205612;0.018724111;0.076182106;0.111684278;0.073153248;0;0;0.072128246;0.072327537;0.006457772;0;0.117169238
Tue Jan 08 11:26:03 GMT 2013;649;range1 [-? - 0.121];0;0;0;0;0.35473005;0;0.562827484;0;0;0;0;0;0;0;0.338557961
Tue Jan 08 11:26:05 GMT 2013;650;range1 [-? - 0.121];0.062507106;0.056756491;0.032612936;0.089604605;0.063669496;0.062508394;0.145977057;0;0;0;0.049175508;0.04931138;0;0;0.116926768
Tue Jan 08 11:26:06 GMT 2013;651;range1 [-? - 0.121];0;0;0;0;0;0;0.418156644;0;0;0;0;0;0;0;0
Tue Jan 08 11:26:07 GMT 2013;652;range1 [-? - 0.121];0.131328061;0.067131783;0.042688788;0.18826018;0.031134161;0.131330768;0.050499635;0.047290988;0;0;0.065155028;0.068347308;0.013492794;0.017775857;0.042473236
Tue Jan 08 11:26:08 GMT 2013;653;range1 [-? - 0.121];0;0;0;0;0;0;0.329302111;0;0;0;0;0;0;0;0.424424268
Tue Jan 08 11:26:09 GMT 2013;654;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:26:10 GMT 2013;655;range1 [-? - 0.121];0.050787023;0.045298308;0.02649801;0.072803742;0.051731466;0.05078807;0.18857904;0;0;0;0.039270228;0.039378732;0.017854955;0.027522788;0.070232805
Tue Jan 08 11:26:11 GMT 2013;656;range1 [-? - 0.121];0;0;0;0;0.35473005;0;0.562827484;0;0;0;0;0;0;0;0.338557961
Tue Jan 08 11:26:12 GMT 2013;657;range1 [-? - 0.121];0.062507106;0.057360426;0.031731427;0.089604605;0;0.062508394;0.127928591;0;0;0;0.04854381;0.048677937;0;0;0.142920442
Tue Jan 08 11:26:13 GMT 2013;658;range1 [-? - 0.121];0.062507106;0.037043136;0.032612936;0.089604605;0.127338992;0.062508394;0.193069283;0;0;0;0.039421268;0.039530189;0;0;0.117276436
Tue Jan 08 11:26:14 GMT 2013;659;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:26:15 GMT 2013;660;range1 [-? - 0.121];0;0;0;0;0.310388794;0;0.544743629;0;0;0;0;0;0;0;0.296238216
Tue Jan 08 11:26:17 GMT 2013;661;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:26:18 GMT 2013;662;range1 [-? - 0.121];0;0;0;0;0;0;0.418156644;0;0;0;0;0;0;0;0
Tue Jan 08 11:26:19 GMT 2013;663;range1 [-? - 0.121];0;0;0;0;0.35473005;0;0.562827484;0;0;0;0;0;0;0;0.338557961
Tue Jan 08 11:26:21 GMT 2013;664;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:26:22 GMT 2013;665;range1 [-? - 0.121];0;0;0;0;0;0;0.418156644;0;0;0;0;0;0;0;0
Tue Jan 08 11:26:23 GMT 2013;666;range1 [-? - 0.121];0;0;0;0;0.35473005;0;0.562827484;0;0;0;0;0;0;0;0.338557961
Tue Jan 08 11:26:25 GMT 2013;667;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:26:26 GMT 2013;668;range1 [-? - 0.121];0.073872034;0.050227595;0.030495623;0.105896352;0;0.073873557;0.018177167;0;0;0;0.048993201;0.049128569;0;0;0.020853399
Tue Jan 08 11:26:27 GMT 2013;669;range1 [-? - 0.121];0.090288042;0.074394497;0.050720028;0.129428874;0.027604117;0.090289903;0.027269655;0.065025109;0.111081176;0.111081176;0.077368716;0.077582487;0.004556052;0;0.021008341
Tue Jan 08 11:26:28 GMT 2013;670;range1 [-? - 0.121];0;0;0;0;0.292909302;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:26:29 GMT 2013;671;range1 [-? - 0.121];0;0;0;0;0;0;0.122554906;0;0;0;0;0;0;0;0.128586791
Tue Jan 08 11:26:30 GMT 2013;672;range1 [-? - 0.121];0;0.002429167;0;0;0.058979619;0;0.037023856;0;0.289395697;0.289395697;0;0;0;0;0.00966612
Tue Jan 08 11:26:31 GMT 2013;673;range1 [-? - 0.121];0.104476163;0.084531583;0.059492922;0.145607567;0.019605912;0.098673965;0.002986833;0.091964083;0.07855026;0.07855026;0.089958425;0.090206981;0.0065801;0;0
Tue Jan 08 11:26:32 GMT 2013;674;range1 [-? - 0.121];0.068348891;0.061793191;0.040094513;0.103422029;0.067255748;0.075944778;0.03682049;0.06563282;0.102776042;0.102776042;0.064192433;0.064369797;0.003880662;0;0.022148652
Tue Jan 08 11:26:33 GMT 2013;675;range1 [-? - 0.121];0;0;0;0;0.219681976;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:26:34 GMT 2013;676;range1 [-? - 0.121];0;0.001500417;0;0;0.058896752;0;0.052289597;0;0.229104926;0.229104926;0;0;0;0;0.031762368
Tue Jan 08 11:26:35 GMT 2013;677;range1 [-? - 0.121];0;0;0;0;0.234327441;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:26:36 GMT 2013;678;range1 [-? - 0.121];0;0;0;0;0.155194397;0;0.272371814;0;0;0;0;0;0;0;0.148119108
Tue Jan 08 11:26:37 GMT 2013;679;range1 [-? - 0.121];0;0.001021318;0;0;0.040681847;0;0;0;0.305473235;0.305473235;0;0;0;0;0
Tue Jan 08 11:26:38 GMT 2013;680;range1 [-? - 0.121];0;0;0;0;0.188469607;0;0.167326712;0;0;0;0;0;0;0;0.101639578
Tue Jan 08 11:26:39 GMT 2013;681;range1 [-? - 0.121];0;0;0;0;0;0;0.418156644;0;0;0;0;0;0;0;0
Tue Jan 08 11:26:40 GMT 2013;682;range1 [-? - 0.121];0.092184849;0.077490264;0.053021521;0.132147968;0.031924026;0.09218675;0.01655375;0.083603712;0.092412071;0.092412071;0.081776344;0.082002292;0.005615314;0;0.009957587
Tue Jan 08 11:26:41 GMT 2013;683;range1 [-? - 0.121];0.122655453;0.095146755;0.064695649;0.175827904;0.028481962;0.122657981;0;0.088335997;0;0;0.101255081;0.101534849;0.03061562;0.034996009;0.00677857
Tue Jan 08 11:26:42 GMT 2013;684;range1 [-? - 0.121];0.069900419;0.055852519;0.036823969;0.100202999;0.043283734;0.06990186;0.026988179;0.05034202;0.118247704;0.118247704;0.056383646;0.056539434;0.013131285;0.014187583;0.020256536
Tue Jan 08 11:26:43 GMT 2013;685;range1 [-? - 0.121];0.12150914;0.106440123;0.071993934;0.174184653;0.022166985;0.121511645;0.003908006;0.120326837;0;0;0.11135693;0.11166461;0.045602908;0.051297484;0
Tue Jan 08 11:26:44 GMT 2013;686;range1 [-? - 0.121];0.015048007;0.011421709;0.004960211;0.021571479;0.039264501;0.015048317;0.036479559;0.010837518;0.101824412;0.101824412;0.010101866;0.0077855;0.032206587;0.054113452;0.021943572
Tue Jan 08 11:26:45 GMT 2013;687;range1 [-? - 0.121];0.10599031;0.085756678;0.060355139;0.147717821;0.015644993;0.100104023;0;0.093296895;0.07968867;0.07968867;0.09126217;0.091514328;0.006675464;0;0
Tue Jan 08 11:26:46 GMT 2013;688;range1 [-? - 0.121];0.058042313;0.052968967;0.034048515;0.087826643;0.041246226;0.064492788;0.019919847;0.055735808;0.087278067;0.087278067;0.05502312;0.05466324;0.021518506;0.014857789;0.01209995
Tue Jan 08 11:26:47 GMT 2013;689;range1 [-? - 0.121];0;0.004554641;0;0;0.016737674;0;0.011947333;0;0.314201042;0.314201042;0;0;0;0;0
Tue Jan 08 11:26:48 GMT 2013;690;range1 [-? - 0.121];0;0;0;0;0.204595264;0;0.262652826;0;0;0;0;0;0.061882087;0.0575574;0.157993715
Tue Jan 08 11:26:49 GMT 2013;691;range1 [-? - 0.121];0;0.00649088;0;0;0;0;0;0;0.354743112;0.354743112;0;0;0;0;0
Tue Jan 08 11:26:50 GMT 2013;692;range3 [0.243 - ?];0.030802238;0.023298349;0.015586732;0.045206634;0.007288495;0.032269676;0.009492397;0.016901833;0;0;0.02449837;0.024566059;0.208266514;0.236213293;0.004982145
Tue Jan 08 11:26:51 GMT 2013;693;range1 [-? - 0.121];0;0;0;0;0;0;0.139385548;0;0;0;0;0;0;0;0
Tue Jan 08 11:26:52 GMT 2013;694;range1 [-? - 0.121];0.114822836;0.100008998;0.068995509;0.161434447;0.046009134;0.110408849;0.044205549;0.120861887;0;0;0.105610578;0.105902381;0.011743566;0.002588297;0.024616773
Tue Jan 08 11:26:53 GMT 2013;695;range1 [-? - 0.121];0.071175974;0.06307736;0.041558281;0.106282749;0.025851223;0.077108895;0;0.06834756;0.160540678;0.160540678;0.065954064;0.066136296;0.004828089;0;0
Tue Jan 08 11:26:54 GMT 2013;696;range1 [-? - 0.121];0.025796583;0.02567059;0.013277408;0.036979678;0.035575008;0.025797115;0.085410808;0;0.174556134;0.174556134;0.020164304;0.020220018;0;0;0.093610809
Tue Jan 08 11:26:55 GMT 2013;697;range1 [-? - 0.121];0.082917589;0.078468194;0.047822654;0.118863252;0.012227991;0.082919299;0.085548693;0.047773549;0;0;0.073364881;0.073567589;0.010845614;0.009947934;0.109576273
Tue Jan 08 11:26:56 GMT 2013;698;range1 [-? - 0.121];0.008005836;0.009545923;0.004177026;0.011476452;0.023775294;0.008006001;0.029370836;0;0.325035561;0.325035561;0.006298341;0.006315743;0;0;0.02392071
Tue Jan 08 11:26:57 GMT 2013;699;range1 [-? - 0.121];0.028020427;0.025504102;0.014619592;0.040167582;0.068942781;0.028021004;0.093578002;0;0;0;0.021666333;0.021726197;0;0;0.041496494
Tue Jan 08 11:26:58 GMT 2013;700;range1 [-? - 0.121];0.115170573;0.093184422;0.065582749;0.160512278;0.030034771;0.10877445;0.019762997;0.101377729;0;0;0.099166768;0.099440766;0.007253654;0;0.012004675
Tue Jan 08 11:26:59 GMT 2013;701;range1 [-? - 0.121];0.069156798;0.060636034;0.038687295;0.103267636;0.016808371;0.074921409;0.026508695;0.049806466;0.155986333;0.155986333;0.061080458;0.061249223;0.002944899;0;0.020740864
Tue Jan 08 11:27:00 GMT 2013;702;range1 [-? - 0.121];0;0;0;0;0.186768792;0;0.230492817;0;0;0;0;0;0;0;0.131661429
Tue Jan 08 11:27:01 GMT 2013;703;range1 [-? - 0.121];0;0.004660528;0;0;0.017752079;0;0;0;0.333243529;0.333243529;0;0;0;0;0
Tue Jan 08 11:27:02 GMT 2013;704;range1 [-? - 0.121];0.006348378;0.007412542;0.00232944;0.009100468;0.033129423;0.006348509;0.056491494;0;0.257743042;0.257743042;0.004204486;0.004216103;0;0;0.039300439
Tue Jan 08 11:27:03 GMT 2013;705;range1 [-? - 0.121];0;0;0;0;0.146454651;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:27:04 GMT 2013;706;range1 [-? - 0.121];0.091356539;0.074346094;0.051724957;0.127514315;0.035832198;0.086550084;0.05618359;0.076183264;0.065071222;0.065071222;0.078191072;0.078407114;0.005450971;0;0.038091266
Tue Jan 08 11:27:05 GMT 2013;707;range1 [-? - 0.121];0.081259238;0.0734676;0.047667921;0.122957301;0.03284221;0.090289903;0;0.078030131;0.122189294;0.122189294;0.07631767;0.076528537;0.004613675;0;0
Tue Jan 08 11:27:06 GMT 2013;708;range1 [-? - 0.121];0.013321186;0.014122981;0.006762435;0.019096063;0.050310311;0.013321461;0.118702627;0;0.180279286;0.180279286;0.010165764;0.010193852;0;0;0.083093158
Tue Jan 08 11:27:07 GMT 2013;709;range1 [-? - 0.121];0.131448767;0.109288956;0.076806211;0.179868239;0.038688838;0.119501342;0;0.137700231;0;0;0.116305197;0.116626549;0.032571784;0.035148997;0
Tue Jan 08 11:27:08 GMT 2013;710;range1 [-? - 0.121];0.067017928;0.060583556;0.039332974;0.096070917;0.018293523;0.067019309;0.025680473;0.07239909;0.056685755;0.056685755;0.062456659;0.061324165;0.035504379;0.047412784;0.018327141
Tue Jan 08 11:27:09 GMT 2013;711;range1 [-? - 0.121];0;0.004265026;0;0;0.03166587;0;0;0;0;0;0.004538837;0;0.057577509;0.101193591;0
Tue Jan 08 11:27:10 GMT 2013;712;range1 [-? - 0.121];0.032503695;0.025827886;0.014816551;0.046594395;0;0.032504365;0.065163964;0;0;0;0.022089452;0.022150485;0.048941753;0;0.057648882
Tue Jan 08 11:27:11 GMT 2013;713;range1 [-? - 0.121];0;0;0;0;0.026700111;0;0.031584347;0;0.354743112;0.354743112;0;0;0;0;0
Tue Jan 08 11:27:12 GMT 2013;714;range1 [-? - 0.121];0;0.010218812;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:27:13 GMT 2013;715;range1 [-? - 0.121];0.038694875;0.034929196;0.019643264;0.055469517;0;0.038695673;0.169973195;0;0;0;0.029529123;0.029610712;0.046544938;0.041112429;0.15711308
Tue Jan 08 11:27:14 GMT 2013;716;range1 [-? - 0.121];0;0.005728446;0;0;0.036244155;0;0.040821416;0;0.281975294;0.281975294;0;0;0.024623879;0.022137462;0.020255604
Tue Jan 08 11:27:15 GMT 2013;717;range3 [0.243 - ?];0.001851008;9.31E-04;0;0.002653439;0;0.001851046;0;0;0;0;0;0;0.288959434;0.319932354;0
Tue Jan 08 11:27:16 GMT 2013;718;range2 [0.121 - 0.243];0.057562624;0.046107316;0.031102301;0.083204262;0.00746715;0.058523207;0.011145486;0.040074506;0;0;0.04826856;0.048401927;0.162836094;0.180821138;0.006022817
Tue Jan 08 11:27:17 GMT 2013;719;range1 [-? - 0.121];0.059945339;0.054655549;0.03516486;0.090706205;0.035814106;0.066607305;0.013049469;0.057563211;0.180279286;0.180279286;0.056299921;0.056455478;0.003403531;0;0.006475152
Tue Jan 08 11:27:18 GMT 2013;720;range1 [-? - 0.121];0.077726227;0.071495171;0.044705412;0.111421379;0.010420375;0.077727829;0.052069021;0.050889216;0.095626404;0.095626404;0.068826765;0.069016934;0.003510438;0;0.058365603
Tue Jan 08 11:27:19 GMT 2013;721;range1 [-? - 0.121];0.075240035;0.065920907;0.038504456;0.107857395;0.037024827;0.075241586;0.131315331;0;0;0;0.057941691;0.058101784;0;0;0.11991523
Tue Jan 08 11:27:20 GMT 2013;722;range1 [-? - 0.121];0.065531643;0.058274005;0.037325313;0.093940312;0.009664057;0.065532994;0.017351073;0.037756515;0.177371556;0.177371556;0.056229449;0.056384811;0.003928141;0;0.028866868
Tue Jan 08 11:27:21 GMT 2013;723;range1 [-? - 0.121];0.078637972;0.074756623;0.047868196;0.112728374;0.026700111;0.078639593;0.136396624;0.07551303;0;0;0.074101481;0.074306224;0;0;0.092399063
Tue Jan 08 11:27:22 GMT 2013;724;range1 [-? - 0.121];0;0.010820445;0;0;0;0;0;0;0.253899832;0.245965462;0;0;0;0;0
Tue Jan 08 11:27:23 GMT 2013;725;range1 [-? - 0.121];0.007720593;0.00627452;0.00479719;0.009684136;0.006989183;0.005790564;0.004191496;0.008340513;0.394193058;0.396567715;0.006677338;0.006695788;0.002318072;0.002838636;0.004040543
Tue Jan 08 11:27:24 GMT 2013;726;range1 [-? - 0.121];0.10834565;0.103841385;0.060199933;0.168257277;0.013314923;0.126405864;0.041559181;0.052020087;0;0;0.099396645;0.099671279;0.003802517;0;0.050522833
Tue Jan 08 11:27:25 GMT 2013;727;range1 [-? - 0.121];0.101574047;0.077471607;0.051781829;0.145607483;0.024409108;0.101576141;0.04602548;0;0;0;0.075382979;0.075591263;0;0;0.057680182
Tue Jan 08 11:27:26 GMT 2013;728;range1 [-? - 0.121];0.069650775;0.065315225;0.036340128;0.099845131;0;0.069652211;0.062448635;0;0;0;0.054795566;0.054946967;0;0;0.087594714
